Year,FirstName,FullName,InfluenceToBoy,InfluenceToGirl
1979,Roy,Roy Scheider,-0.0152741761033,-1
1979,Ben,Ben Vereen,-0.154293331962,-1
1979,Max,Max Wright,-0.111362704395,-1
1979,Leonard,Leonard Nimoy,-0.0152803820964,-1
1979,Nichelle,Nichelle Nichols,-1,0.187862112587
1979,Walter,Walter Koenig,-0.115719428574,-1
1979,Sally,Sally Field,-1,0.0495548260457
1979,Dustin,Dustin Hoffman,0.474163593907,0.000392156862745
1978,Marlon,Marlon Brando,-0.0459414874346,-1
1978,Margot,Margot Kidder,-1,0.0
1978,Ned,Ned Beatty,0.0,-1
1978,Lena,Lena Horne,-1,0.223191500074
1978,Diana,Diana Ross,-1,0.432888097048
1978,Theresa,Theresa Merritt,-1,0.207669194425
1978,Jane,Jane Fonda,-1,0.196235211109
1978,Jon,Jon Voight,-0.113862289883,-1
1977,Ryan,Ryan O'Neal,-0.357462616274,-0.8764058587
1977,Dirk,Dirk Bogarde,0.805901527405,-1
1977,Wolfgang,Wolfgang Preiss,-1,-1
1977,Roy,Roy Scheider,0.0572834059834,-1
1977,Joe,Joe Spinell,0.0354050048405,0.0
1977,Amidou,Amidou,-1,-1
1977,Diane,Diane Keaton,-1,0.0596230195775
1977,Richard,Richard Dreyfuss,0.0176668691717,-0.385381749507
1976,Tatum,Tatum O'Neal,0.0,0.00457943925234
1976,Vic,Vic Morrow,-1,-1
1976,Joyce,Joyce Van Patten,-1,0.0108086063771
1976,Lee,Lee Remick,0.213408170224,0.39352666255
1976,Patrick,Patrick Troughton,0.389453971885,-1
1976,Billie,Billie Whitelaw,0.154671057492,-0.0906483625053
1976,Faye,Faye Dunaway,-1,0.221949921663
1975,Roy,Roy Scheider,-0.00872986159699,-1
1975,Robert,Robert Shaw,0.133506044342,0.20210306115
1975,Murray,Murray Hamilton,0.0,-1
1975,Ryan,Ryan O'Neal,-0.203098858405,1.84335188834
1975,Steven,Steven Berkoff,0.102169469997,0.0250903930608
1975,Hardy,Hardy Krüger,-1,-1
1975,Louise,Louise Fletcher,-1,0.227102299022
1975,Jack,Jack Nicholson,-0.0192145128945,-1
1974,Robert,Robert De Niro,0.21873892656,0.17751333461
1974,Al,Al Pacino,0.0481465657667,-1
1974,Robert,Robert Duvall,0.21873892656,0.17751333461
1974,Gunnar,Gunnar Hansen,0.0,-1
1974,Edwin,Edwin Neal,0.354554575805,-1
1974,Marilyn,Marilyn Burns,-1,0.293118901637
1974,Ellen,Ellen Burstyn,-1,0.178118252539
1974,Art,Art Carney,0.0,-1
1973,Robert,Robert De Niro,0.234831514945,0.207364685561
1973,David,David Carradine,0.336656434221,0.259018529687
1973,David,David Proval,0.336656434221,0.259018529687
1973,Ellen,Ellen Burstyn,-1,0.32528708126
1973,Linda,Linda Blair,0.0,0.187510184288
1973,Lee,Lee J. Cobb,0.159217780547,0.15433165971
1973,Glenda,Glenda Jackson,-1,0.227529623288
1973,Jack,Jack Lemmon,0.20175031822,-1
1972,Donatas,Donatas Banionis,-1,-1
1972,Anatoliy,Anatoliy Solonitsyn,-1,-1
1972,Natalya,Natalya Bondarchuk,-1,0.0
1972,Al,Al Pacino,-0.16007966023,-1
1972,Marlon,Marlon Brando,-2.41552835679,-1
1972,Robert,Robert Duvall,0.0991067459544,-0.00574701159926
1972,Liza,Liza Minnelli,-1,-0.0760213944244
1971,Roy,Roy Scheider,-0.196631099652,-1
1971,Fernando,Fernando Rey,-0.223375691375,-1
1971,Tony,Tony Lo Bianco,-0.177484406738,-1
1971,Topol,Topol,-1,-1
1971,Paul,Paul Michael Glaser,-0.0938599509297,0.130450270732
1971,Rosalind,Rosalind Harris,-1,-0.218167652015
1971,Jane,Jane Fonda,-1,0.0749731572518
1971,Gene,Gene Hackman,-0.186484967977,0.0
1970,Joseph,Joseph Cotten,-0.241488921651,-0.169307051301
1970,Richard,Richard Anderson,-0.277911826252,-0.107962163021
1970,James,James Whitmore,-0.32858257428,-0.225641584175
1970,Rod,Rod Steiger,-0.0868442677852,-1
1970,Dan,Dan O'Herlihy,-0.241037848566,-1
1970,Jack,Jack Hawkins,-0.209726397087,-1
1970,Glenda,Glenda Jackson,-1,-0.182762325998
2002,Toby,Toby Stephens,-0.369456244972,0.0
2002,Colin,Colin Salmon,0.355174263202,-1
2002,Rick,Rick Yune,0.20196831327,-1
2002,Will,Will Smith,0.268509499216,-1
2002,Rosario,Rosario Dawson,0.0,0.194036662413
2002,Rip,Rip Torn,-1,-1
2002,Nicole,Nicole Kidman,0.0,-0.0134958767455
2002,Adrien,Adrien Brody,0.0568553187243,-1
2003,Nick,Nick Stahl,0.282899943339,-1
2003,M.C.,M.C. Gainey,-1,-1
2003,Carolyn,Carolyn Hennesy,-1,0.186960730476
2003,Essie,Essie Davis,-1,0.0
2003,Collin,Collin Chou,-0.276922795959,-1
2003,Nona,Nona Gaye,-1,0.0
2003,Charlize,Charlize Theron,-1,-0.543165750283
2003,Sean,Sean Penn,-0.0197012543836,0.0
2000,Alfre,Alfre Woodard,-1,-1
2000,D.B.,D.B. Sweeney,-1,-1
2000,Della,Della Reese,-1,0.0
2000,Clint,Clint Howard,0.137603302568,-1
2000,T.J.,T.J. Thyne,-1,-1
2000,Molly,Molly Shannon,-1,0.0186715520576
2000,Julia,Julia Roberts,-1,-0.344829450961
2000,Russell,Russell Crowe,0.0979752791159,-1
2001,Paul,Paul Walker,0.105819624799,0.0
2001,Vin,Vin Diesel,-1,-1
2001,Jordana,Jordana Brewster,-1,-1
2001,Jennifer,Jennifer Garner,0.0,-0.115054557784
2001,Jaime,Jaime King,-0.148651676469,0.212967435638
2001,Mako,Mako,-1,-1
2001,Halle,Halle Berry,-1,-0.138714235631
2001,Denzel,Denzel Washington,0.544268222592,-1
2006,Kevin,Kevin Spacey,-0.112624231961,0.0
2006,Marlon,Marlon Brando,-0.365029960852,-1
2006,Frank,Frank Langella,-0.131135099269,0.0
2006,Johnny,Johnny Depp,-0.145785811637,-1
2006,Orlando,Orlando Bloom,-0.354681551964,-1
2006,Jack,Jack Davenport,-0.335875635577,-1
2006,Helen,Helen Mirren,-1,-0.335240197049
2006,Forest,Forest Whitaker,0.0,-1
2007,Johnny,Johnny Depp,-0.281291374985,-1
2007,Orlando,Orlando Bloom,-0.385146412095,-1
2007,Jack,Jack Davenport,-0.326878003412,-1
2007,J.K.,J.K. Simmons,-1,-1
2007,James,James Franco,-0.102461032475,0.0
2007,Kirsten,Kirsten Dunst,-1,-0.305382583794
2007,Marion,Marion Cotillard,-0.230263955873,-0.137974407026
2007,Daniel,Daniel Day-Lewis,-0.196158554772,0.0
2004,J.K.,J.K. Simmons,-1,-1
2004,James,James Franco,0.00509011834624,0.0
2004,Kirsten,Kirsten Dunst,-1,-0.240110915504
2004,Tom,Tom Hanks,-0.213968215977,-1
2004,Eddie,Eddie Deezen,-0.226281850765,0.0
2004,Peter,Peter Scolari,-0.112714471081,-1
2004,Hilary,Hilary Swank,-1,-1.01727970588
2004,Jamie,Jamie Foxx,-0.155121081131,-0.081229117257
2005,Naomi,Naomi Watts,-1,-0.0224359322988
2005,Thomas,Thomas Kretschmann,-0.0591605705078,0.0
2005,Evan,Evan Parke,-0.365052048166,0.0603513136586
2005,Robert,Robert Pattinson,0.0295132319044,0.0
2005,Daniel,Daniel Radcliffe,-0.00776559208042,0.0
2005,Rupert,Rupert Grint,0.0,-1
2005,Reese,Reese Witherspoon,-0.183363544335,-0.393197589061
2005,Philip,Philip Seymour Hoffman,-0.007129018634,-1
2008,Giancarlo,Giancarlo Giannini,-0.599805203788,-1
2008,Mathieu,Mathieu Amalric,-1,-1
2008,Rory,Rory Kinnear,0.433465414982,-0.283573608281
2008,Peter,Peter Dinklage,-0.0132243392465,-1
2008,Pierfrancesco,Pierfrancesco Favino,-1,-1
2008,Damián,Damián Alcázar,-1,-1
2008,Kate,Kate Winslet,-1,-0.190332865825
2008,Sean,Sean Penn,-0.387747122016,0.0
2009,CCH,CCH Pounder,-1,-1
2009,Joel,Joel David Moore,-0.271196510182,0.0
2009,Wes,Wes Studi,0.0,-1
2009,Alan,Alan Rickman,-0.00864867102676,-1
2009,Daniel,Daniel Radcliffe,-0.066660636457,0.0
2009,Rupert,Rupert Grint,0.0,-1
2009,Sandra,Sandra Bullock,0.0,0.073059395798
2009,Jeff,Jeff Bridges,-0.152146028344,-1
